,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
5608,34,cape-ann-lanes-gloucester,Cape Ann Lanes,planning,,,,Gloucester,Massachusetts,,01930-2256,,9788799714.0,United States,,,,https://untappd.com/brewery/488210,0.0,21.0,6.0,22,14,2,Show Less,Cape_Ann_Lanes
5609,35,cape-cod-beer-hyannis,Cape Cod Beer,micro,1336 Phinneys Ln Ste 2-2,,,Hyannis,Massachusetts,,02601-1875,http://www.capecodbeer.com,5087904200.0,United States,,,,https://untappd.com/brewery/7343,3.5610000000000004,62790.0,133.0,86408,30289,234,"Founded in 2004, Cape Cod Beer is Cape Cod’s original craft beer and is proudly dedicated to fresh, delicious, local beer. Located in Hyannis, Cape Cod Beer is self-distributed and is available on draft and in cans from Plymouth to Provincetown. Learn more at www.CapeCodBeer.com. Show Less",Cape_Cod_Beer
5610,36,castle-island-brewing-co-norwood,Castle Island Brewing Co.,micro,31 Astor Ave,,,Norwood,Massachusetts,,02062-5016,http://www.castleislandbeer.com,7819512029.0,United States,-71.19186438,42.16931297,,https://untappd.com/brewery/231068,3.801,121050.0,309.0,163419,47473,1107,Castle Island crafts distinctive beers that honor proven traditions and celebrate fresh ideas. Show Less,Castle_Island_Brewing_Co_
5611,37,charlton-beer-company-charlton,Charlton Beer Company,micro,,,,Charlton,Massachusetts,,1507,http://www.charltonbeercompany.com,5082485627.0,United States,,,,https://untappd.com/brewery/90907,4.01,606.0,9.0,1160,361,0,"Being lifelong beer enthusiasts, the dream of brewing our own beer and someday owning a brewery was always seemingly unattainable. Then one warm summer night, while sitting around the fire, where most good ideas are formed and with the aid of some of our favorite beers, we decided that we were going to brew some beer. Show Less",Charlton_Beer_Company
5612,38,cisco-brewers-nantucket,Cisco Brewers,micro,5 Bartlett Farm Rd,,,Nantucket,Massachusetts,,02554-4341,http://www.ciscobrewers.com,5083255929.0,United States,-70.1292845,41.26135815,,https://untappd.com/brewery/1549,3.464,250068.0,271.0,341998,149319,762,"Cisco Brewers was established in 1995, 30 miles out to sea on the beautiful island of Nantucket. Our beers are inspired by our costal New England roots, crafted to perfection, and best enjoyed by the ocean. Cisco Brewers started as a micro brewery and has grown to provide much of the North East with our flagship lineup and MANY new brews. Try us out at your local retailer, bar, or restaurant. Can't find us? Request us! You can also visit us year-round at our Nantucket, MA or Portsmouth, NH locations. Show Less",Cisco_Brewers
5613,39,crue-brew-brewery-raynham,Crue Brew Brewery,micro,95 Ryan Dr Ste 6,,,Raynham,Massachusetts,,02767-1992,http://www.cruebrewbrewery.com,5082726090.0,United States,,,,https://untappd.com/brewery/368765,3.74,6562.0,72.0,8436,1739,189,"Crue Brew Brewery is a family run brewery in Southeastern Massachusetts. Taste, quality, customer service and communication with the Crue Family are top priorities. Show Less",Crue_Brew_Brewery
5614,40,democracy-brewing-boston,Democracy Brewing,brewpub,35 Temple Pl,,,Boston,Massachusetts,,2111,http://www.democracybrewing.com,8572172739.0,United States,-71.06231578,42.35529623,,https://untappd.com/brewery/52759,3.6039999999999996,17059.0,113.0,19540,6318,315,"We are Democracy Brewing, a worker-owned brewery and pub committed to making great beers and supporting our community. Our mission is to re-create the traditional public house, brew the best beer in Boston, pair it with tasty food, and serve it to you in combination with two great American ideals: democracy, and owning your own business. Show Less",Democracy_Brewing
5615,41,devils-purse-brewing-co-south-dennis,Devil's Purse Brewing Co,micro,120 Great Western Rd,,,South Dennis,Massachusetts,,02660-3715,http://www.devilspurse.com,5086947171.0,United States,-70.1416854,41.68853789999999,,https://untappd.com/brewery/201269,3.7319999999999998,54063.0,39.0,72719,27558,257,Devil's Purse Brewing Company is a small craft brewery on Cape Cod dedicated to the pursuit of making exceptional handcrafted beers using only the finest ingredients. Show Less,Devil_s_Purse_Brewing_Co
5616,42,distraction-brewing-company-roslindale,Distraction Brewing Company,planning,,,,Roslindale,Massachusetts,,02131-3006,http://www.distractionbrewingco.com,,United States,,,,https://untappd.com/brewery/442115,3.7539999999999996,3196.0,37.0,3986,1215,104,"Located in Roslindale, a neighborhood of Boston, Mass., Distraction Brewing Company the smallest brewing in Boston!
We're driven, but humble. Our beer is local, yet worth sharing far and wide. And we're just quirky enough to call Roslindale home.
Join us in celebrating craft beer. From enjoying a glass in our cozy taproom to surprising friends cans to go, there’s always a good reason to find your Distraction. Show Less",Distraction_Brewing_Company
5617,43,dorchester-brewing-company-dorchester,Dorchester Brewing Company,micro,1250 Massachusetts Ave,,,Dorchester,Massachusetts,,02125-1698,http://www.dorchesterbrewing.com,6175140900.0,United States,-71.06155849999999,42.320487899999996,,https://untappd.com/brewery/395869,3.818,7034.0,52.0,8251,1809,185,Show Less,Dorchester_Brewing_Company
5618,44,down-the-road-brewery-everett,Down the Road Brewery,micro,199 Ashland Street,,,Everett,Massachusetts,,2149,http://www.downtheroadbrewery.com,6174544255.0,United States,-71.061481,42.397645000000004,,https://untappd.com/brewery/68395,3.701,62613.0,0.0,78720,30721,0,"Helmed by veteran brewer Donovan Bailey, Down The Road Beer Co. was one of the fastest-growing breweries in the Greater Boston area. With package distribution and draft lines across Massachusetts, Rhode Island and Connecticut, DTR rode the line between tradition and innovation. Show Less",Down_the_Road_Brewery
5619,45,drunken-rabbit-brewing-south-hadley,Drunken Rabbit Brewing,micro,749A New Ludlow Rd,,,South Hadley,Massachusetts,,1020,http://www.rabbit.beer,4137282739.0,United States,-72.55324499999999,42.217914,,https://untappd.com/brewery/278618,3.764,14739.0,158.0,17726,3553,122,A 10 Barrel Brewery and Taproom in South Hadley Massachusetts focusing on beers that exceed expectations and expand palates. Show Less,Drunken_Rabbit_Brewing
5620,46,element-brewing-co-millers-falls,Element Brewing Co,micro,16 Bridge St,,,Millers Falls,Massachusetts,,01349-1336,http://www.elementbeer.com,4138356340.0,United States,-72.49516039,42.57950929,,https://untappd.com/brewery/3340,3.6010000000000004,21812.0,83.0,27327,12768,52,Show Less,Element_Brewing_Co
5621,47,entitled-beer-company-hingham,Entitled Beer Company,proprietor,21 North St,,,Hingham,Massachusetts,,02043-,http://www.entitledbrewing.com,7817401035.0,United States,-70.88618473,42.24360723,,https://untappd.com/brewery/145081,3.645,11273.0,6.0,15024,10846,31,Entitled Beer Co LLC is a cutting edge craft beer company created by 2 self proclaimed Beer Geeks because everybody is Entitled to a great beer Show Less,Entitled_Beer_Company
5622,48,exhibit-a-brewing-co-framingham,Exhibit 'A' Brewing Co.,micro,81 Morton St,,,Framingham,Massachusetts,,01702-7153,http://www.exhibit-A-brewing.com,,United States,-71.40187088,42.27880435,,https://untappd.com/brewery/285836,3.9210000000000003,133187.0,47.0,177798,62153,1181,"Exhibit ‘A’ Brewing Company offers a fun look at storytelling through beer with a subtle nod towards the meaning of life. While we may know the answer (42), it’s the questions that keep us searching. We are all about experiencing life and having a great beer or three along the way. If the beer came from our own brewery, even better! We keep our lives, and our beers, simple and honest. Show Less",Exhibit_A_Brewing_Co_
5623,49,flying-dreams-brewing-co-worcester,Flying Dreams Brewing Co.,micro,455B Park Ave,,,Worcester,Massachusetts,,1610,http://www.flyingdreamsbrewing.com,5089268251.0,United States,-71.82618857,42.25419957,,https://untappd.com/brewery/237033,3.721,21437.0,65.0,26975,10016,70,"Flying Dreams Brewing Co. is locally owned and operated in Marlborough, MA! We couldn't be happier to join the growing city and offer up a taste of our brews. We distribute our beer all over MA and have a beautiful taproom located right on Main Street offering up pints, flights, and beer to take home. Hope to see you soon! Cheers! Show Less",Flying_Dreams_Brewing_Co_
5624,50,fort-hill-brewery-easthampton,Fort Hill Brewery,micro,30 Fort Hill Rd,,,Easthampton,Massachusetts,,01027-1268,http://www.forthillbrewery.com,4132035754.0,United States,-72.64143098,42.28503154,,https://untappd.com/brewery/152129,3.83,47185.0,25.0,67973,23867,279,"Fort Hill Brewery was established in 2014 in Easthampton, MA by a small group of friends who liked to brew. Our goal is to brew high quality ales and lagers combining German brewing traditions and American Innovation. Show Less",Fort_Hill_Brewery
5625,51,gentile-brewing-company-beverly,Gentile Brewing Company,micro,59 Park St # 1,,,Beverly,Massachusetts,,01915-4253,http://www.gentilebrewing.com,9789696496.0,United States,,,,https://untappd.com/brewery/278769,3.7260000000000004,4562.0,134.0,5484,1702,169,Great Beer and Great BBQ. More Than Just Craft. Show Less,Gentile_Brewing_Company
5626,52,goat-creek-brewing-northampton,Goat Creek Brewing,planning,,,,Northampton,Massachusetts,,01062-1326,,,United States,,,,https://untappd.com/brewery/212895,0.0,57.0,30.0,101,18,0,Show Less,Goat_Creek_Brewing
5627,53,greasy-luck-brewery-new-bedford,Greasy Luck Brewery,brewpub,791 Purchase St,,,New Bedford,Massachusetts,,02740-6345,http://www.greasyluckbrewery.com,7744254600.0,United States,-70.92607527,41.63507079,,https://untappd.com/brewery/320546,3.4789999999999996,905.0,0.0,1068,438,0,"Greasy Luck Brewpub is owned by local entrepreneurs Mark & Julie Martinho, Al & Jen Peters and Howie & Holly Mallowes. The brewpub and event venue is set within a former bank building featuring original vault doors and a truly historic feel. Greasy Luck features in-house brewing, an expansive menu, and The Vault Room, a function area for a local events. Show Less",Greasy_Luck_Brewery
5628,54,harpoon-brewery-boston,Harpoon Brewery,regional,306 Northern Ave Ste 2,,,Boston,Massachusetts,,02210-2367,http://www.harpoonbrewery.com,6175749551.0,United States,-71.0348293,42.346563700000004,,https://untappd.com/brewery/634,3.5460000000000003,1309776.0,800.0,1.87M+,"465,009","7,664","From the quality of our beers to our welcoming breweries, from our large seasonal festivals to our steadfast commitment to the community, we – the employee-owners at Harpoon – live and breathe our motto “Love Beer. Love Life.”. We believe that making great beer goes hand in hand with having fun, and that good times become great times with better beer.
COME VISIT US! We invite all of you to visit our Boston brewery, where it all began, and our beautiful brewery in Windsor, Vermont. Show Less",Harpoon_Brewery
5629,55,high-horse-brewery-and-bistro-amherst,High Horse Brewery and Bistro,contract,24 N Pleasant St,,,Amherst,Massachusetts,,01002-1703,http://www.highhorsebrewing.com,4132303034.0,United States,-72.5201343,42.376218,,https://untappd.com/brewery/21707,3.7310000000000003,6151.0,0.0,9285,3350,0,Show Less,High_Horse_Brewery_and_Bistro
5630,56,hingham-beer-works-hingham,Hingham Beer Works,brewpub,18 Shipyard Dr Ste 1K,,,Hingham,Massachusetts,,02043-1670,,7817492337.0,United States,,,,https://untappd.com/brewery/158,3.536,142249.0,0.0,176384,48433,5,Show Less,Hingham_Beer_Works
5631,57,hitchcock-brewing-company-whately,Hitchcock Brewing Company,micro,129 Christian Ln,,,Whately,Massachusetts,,1093,http://www.hitchcockbrewing.com,4136952400.0,United States,-72.60641222,42.44606511,,https://untappd.com/brewery/271931,3.6510000000000002,7128.0,39.0,8966,3966,71,"HBC, named after ancient Glacial Lake Hitchcock, started as a 10bbl farm brewery in Whately MA in May 2016. In September 2019, we moved to a new location in Bernardston MA. Our new venue offers a full taproom, live music & great beers, both new and old. Show Less",Hitchcock_Brewing_Company
5632,58,hog-island-beer-company-orleans,Hog Island Beer Company,micro,PO Box 1901,,,Orleans,Massachusetts,,02653-1901,http://www.hogislandbeerco.com,5082552337.0,United States,,,,https://untappd.com/brewery/278673,3.572,22875.0,37.0,29358,13070,113,Show Less,Hog_Island_Beer_Company
5633,59,homefield-brewing-fiskdale,Homefield Brewing,brewpub,3 Arnold Rd,,,Fiskdale,Massachusetts,,01518-,http://www.homefieldbrewing.com,7742426365.0,United States,,,,https://untappd.com/brewery/286453,3.7089999999999996,3634.0,201.0,4321,1537,0,"Homefield Brewing officially opened in August of 2016, but our story began with a book we wrote about a start up micro malt house in Hadley, Mass. Now the good folks at Valley Malt provide us with almost all of the malt we use. At times, we get malt from Blue Ox out of Maine.
The Brewing began in collaboration with Rapscallion Brewery in Sturbridge and eventually included three other breweries in the region, Wormtown, KBC and IndieFerm. That spirit of mutual support in the mission of using world class ingredients grown and processed by local farmers and artisans tells you everything about why we are here today. Support for our mission continues from our much bigger friends so that we may bring you the flavors of the northeast in a workshop brewery where we never brew the same beer twice. Our goal is to develop a distinct Homefield style linked deeply with the landscape and community, revealing the flavors unique to our Homefield terrain. Show Less",Homefield_Brewing
5634,60,honest-weight-artisan-beer-orange,Honest Weight Artisan Beer,micro,131 W Main St Ste 104,,,Orange,Massachusetts,,01364-1159,http://www.honestweightbeer.com,4135376659.0,United States,,,,https://untappd.com/brewery/236066,3.9,29547.0,134.0,39463,13035,181,"Honest Weight Artisan Beer was founded by two best friends to bring fresh, quality beer to the North Quabbin region of Massachusetts. We strive to provide inspired, hand crafted, artisan beer. Show Less",Honest_Weight_Artisan_Beer
5635,61,hopsters-newton,Hopsters,brewpub,292 Centre St,,,Newton,Massachusetts,,02458-1618,http://www.hopstersbrew.com,6179160752.0,United States,-71.1852104,42.3560516,,https://untappd.com/brewery/117010,3.572,31221.0,0.0,37105,13040,2,"Brewery, Restaurant and place you can brew your own beer. Show Less",Hopsters
5636,62,idle-hands-craft-ales-malden,Idle Hands Craft Ales,micro,89 Commercial St,,,Malden,Massachusetts,,02148-5509,http://www.idlehandscraftales.com,7813336070.0,United States,-71.07473084,42.42438189999999,,https://untappd.com/brewery/16916,3.838,87411.0,193.0,113319,32901,555,We brew modern interpretations of traditional Belgian and German styles. Visit our tasting room and taste some of the best beers being brewed in Boston! Show Less,Idle_Hands_Craft_Ales
5637,63,independent-fermentations-brewing-plymouth,Independent Fermentations Brewing,micro,127 Camelot Dr Ste 3,,,Plymouth,Massachusetts,,02360-3039,http://www.independentfermentations.com,5087464634.0,United States,,,,https://untappd.com/brewery/108668,3.6830000000000003,9018.0,84.0,11987,3832,58,"Independent Fermentations (aka IndieFerm) is a small brewery focusing on Belgian and German-influenced styles but we also like a good IPA from time to time. We use Massachusetts-grown ingredients in our beers as much as possible including barley, wheat, and rye malts, hops, and honey. We also have our own hop farm with 400 plants in Plymouth.
We also have a home brew shop, IndieFerm Supply (www.facebook.com/indiefermsupply), in the same building as the brewery.
IndieFerm also makes kombucha (fermented tea) in a variety of flavors. Kombucha is available at the tap room and at local farmers markets (Plymouth and Kingston), and grocery stores.
IndieFerm started in a barn in 2013. In October 2015 we expanded to 127 Camelot Drive in Plymouth. The brewery and tap room are open Thursdays, Fridays, Saturdays, and Sundays. Our annual production is about 300 barrels.
Show Less",Independent_Fermentations_Brewing
5638,64,ipswich-ale-brewery-ipswich,Ipswich Ale Brewery,regional,2 Brewery Pl,,,Ipswich,Massachusetts,,01938-1196,http://www.ipswichalebrewery.com,9783563329.0,United States,,,,https://untappd.com/brewery/9341,3.594,85805.0,91.0,114882,52721,178,"Brewing beer on Boston's North Shore since '91 - focused on brewing tradition, innovation, and community.
Visit our brewery and follow the brewing process from grain to glass while peering through industrial-sized windows overlooking the production floors. Our Brewer's Table Restaurant, nestled uniquely inside the brewery itself, features 15 Tap lines of Ipswich beers and an eclectic lunch and dinner menu, with free live music on weekends.
While you’re there, pick up some brewery glassware, apparel, or your favorite Ipswich Ale beers to-go.
Show Less",Ipswich_Ale_Brewery
5639,65,jacks-abby-brewing-framingham,Jack's Abby Brewing,regional,100 Clinton St,,,Framingham,Massachusetts,,01702-6748,http://www.jacksabbybrewing.com,5088720900.0,United States,-71.4109021,42.2800852,,https://untappd.com/brewery/14088,3.775,647691.0,338.0,930400,201699,2690,"Jack's Abby is a family-owned craft brewery in Framingham, MA, brewing craft lagers with traditional German standards and American innovation. Show Less",Jack_s_Abby_Brewing
5640,66,john-harvards-brew-house-framingham-framingham,John Harvards Brew House - Framingham,brewpub,1 Worcester Rd,,,Framingham,Massachusetts,,01701-5359,http://www.johnharvards.com,5088752337.0,United States,-71.39619245,42.30411485,,https://untappd.com/brewery/16871,3.485,29720.0,0.0,37315,12657,1,Show Less,John_Harvards_Brew_House_Framingham
5641,67,kismet-brewing-company-westfield,Kismet Brewing Company,planning,,,,Westfield,Massachusetts,,1085,http://www.kismetbrewing.com,9789957711.0,United States,,,,https://untappd.com/brewery/159122,4.156000000000001,3174.0,28.0,4106,1077,190,"A 5-barrel Nano brewery in Westfield, MA.
Kismet Brewing is the realization of two very passionate craft beer enthusiasts. We are craft beer fans first and foremost. Our love for beer and the beer community has led us on this journey to build our dream. That journey has been at times amazing, and at times very difficult. All the while we have remained focused on creating something that we can both be proud of. Our goal is to make the best beer we can, with an uncompromising commitment to quality and flavor. Brewed with pride, with passion, and with purpose.
“Destiny is not a matter of chance; it is a matter of choice. It is not a thing to be waited for, it is a thing to be achieved” -William Jennings Bryan
It’s Kismet man…it’s meant to be.
Show Less",Kismet_Brewing_Company
5642,68,kretschmann-brewing-company-webster,Kretschmann Brewing Company,micro,9 Frederick St,,,Webster,Massachusetts,,01570-2286,http://kbcbrewery.com,5086717711.0,United States,-71.88079609999998,42.05004191,,https://untappd.com/brewery/63442,3.552,2380.0,0.0,3701,854,0,Kretschmann Brewery & Beer Garden offers German and American style house beer in a old world inspired beer garden. Show Less,Kretschmann_Brewing_Company
5643,69,lamplighter-brewing-co-cambridge,Lamplighter Brewing Co.,micro,284 Broadway,,,Cambridge,Massachusetts,,02139-1808,http://www.lamplighterbrewing.com,6179450450.0,United States,,,,https://untappd.com/brewery/229710,3.838,170425.0,266.0,211905,53031,1575,"We are a brewery and taproom located in downtown Cambridge. Our focus is on aroma-packed and flavor-driven beers, with an emphasis on New England IPAs, barrel-aged sours, and special seasonals. We brew a variety of one-off batches that allow us to pursue our various whims, and we don’t shy away from funk, twists on tradition, and unique ingredients. Show Less",Lamplighter_Brewing_Co_
5644,70,leftys-brewing-co-greenfield,Lefty's Brewing Co,micro,301 Wells St,,,Greenfield,Massachusetts,,1301,http://www.leftysbrew.com,4136486111.0,United States,-72.60686067,42.60121604,,https://untappd.com/brewery/4004,3.7430000000000003,28930.0,0.0,38268,12959,2,Brewery established in 2010; closed in 2019. Show Less,Lefty_s_Brewing_Co
5645,71,lord-hobo-brewing-co-woburn,Lord Hobo Brewing Co,regional,5 Draper St,,,Woburn,Massachusetts,,01801-4521,http://lordhobobrewing.com,7812810809.0,United States,-71.12892319,42.47603755,,https://untappd.com/brewery/199369,3.839,537383.0,239.0,740420,246701,3356,"Founded in 2015, Lord Hobo is one of the fastest growing breweries in the United States. We distribute in 15 states and will brew 50,000bbls in 2020. Our brewery and taproom is located in Woburn, MA and is expanding in May, 2020 to 500 person capacity. We are growing satellite locations, starting with our opening in Boston's Seaport this Summer. At Lord Hobo our goal is quite simply to bring world-class beer to everyone. Craft beer is the world's most affordable luxury item and we’re determined to prove the value of the beer we bring to your table. Like you, we celebrate life, work, loved ones, experiences, and are proud to be a small part in your own story. Show Less",Lord_Hobo_Brewing_Co
5646,72,lowell-beer-works-lowell,Lowell Beer Works,brewpub,203 Cabot St,,,Lowell,Massachusetts,,01854-,,9789372337.0,United States,-71.31643612,42.6505753,,https://untappd.com/brewery/158,3.536,142249.0,0.0,176384,48433,5,Show Less,Lowell_Beer_Works
5647,73,lyons-den-brewing-co-wrentham,Lyons Den Brewing Co.,planning,,,,Wrentham,Massachusetts,,2093,,,United States,,,,https://untappd.com/brewery/348272,0.0,5.0,3.0,5,4,0,Show Less,Lyons_Den_Brewing_Co_
5648,74,mayflower-brewing-co-plymouth,Mayflower Brewing Co,micro,12 Resnik Rd,,,Plymouth,Massachusetts,,02360-7245,http://www.mayflowerbrewing.com,5087462674.0,United States,-70.71255496,41.94926024,,https://untappd.com/brewery/1545,3.693,146957.0,205.0,205213,70281,1433,"Mayflower Brewing Company is a craft beer microbrewery located in historic Plymouth, Massachusetts. Founded in 2007 by a tenth great grandson of John Alden, beer barrel cooper on board the Mayflower, we are dedicated to celebrating the history and legacy of the Pilgrims by creating unique, high-quality ales for the New England market. Show Less",Mayflower_Brewing_Co
5649,75,medusa-brewing-company-hudson,Medusa Brewing Company,micro,111 Main St,,,Hudson,Massachusetts,,01749-2210,http://www.medusabrewing.com,5083950122.0,United States,-71.566681,42.3909986,,https://untappd.com/brewery/189928,3.823,91667.0,325.0,118907,26973,832,"Brewers of fine ales and lagers, located on Main St. in downtownHudson. Large, beautiful taproom with up to 20 options, cans and growlers to-go, and one of the best LIVE MUSIC scenes around. Pay us a visit and let us convince you! Show Less",Medusa_Brewing_Company
5650,76,merrimack-ales-lowell,Merrimack Ales,micro,92 Bolt St,,,Lowell,Massachusetts,,01852-5316,http://www.merrimackales.com,9787017225.0,United States,-71.300252,42.625366,,https://untappd.com/brewery/221116,3.574,8299.0,59.0,10625,4370,14,Show Less,Merrimack_Ales
5651,77,mighty-squirrel-boston,Mighty Squirrel,contract,745 Atlantic Ave,,,Boston,Massachusetts,,02111-2735,http://www.mightysquirrel.com,7602120802.0,United States,-71.0569929,42.350228200000004,,https://untappd.com/brewery/205730,3.9010000000000002,110061.0,123.0,138900,48279,2049,"Bundled in each serving of Mighty Squirrel, you will find a few of our favorite things: friendship, sports, entrepreneurship, innovation, and fun. We hope you enjoy Mighty Squirrel and have many mighty moments to celebrate!
Our brewery is located at 411 Waverley Oaks Road in Waltham, MA. Biergarten and Curbside Pick up are now open!
Hours: Monday-Saturday 11am-11pm, Sunday 1pm-9pm. Hope to see you there! Show Less",Mighty_Squirrel
5652,78,moby-dick-brewing-co-new-bedford,Moby Dick Brewing Co.,brewpub,16 S Water St,,,New Bedford,Massachusetts,,02740-7235,http://www.mobydickbrewing.com,7742026961.0,United States,-70.92251325,41.63382101,,https://untappd.com/brewery/330411,3.628,7347.0,85.0,9122,2862,88,"Moby Dick Brewing Co. serves craft ales and lagers brewed on premises, along with distinctive cuisine prepared from locally sourced seafood, meats and produce. Located in the heart of New Bedford's historic district. Real beer. Real food. Real good. Show Less",Moby_Dick_Brewing_Co_
5653,79,mystic-brewery-chelsea,Mystic Brewery,micro,174 Williams St,,,Chelsea,Massachusetts,,02150-3804,,,United States,-71.04451040000001,42.391565899999996,,https://untappd.com/brewery/11459,3.855,133852.0,1.0,169277,52336,17,Vivid. Mindful. Beer. Show Less,Mystic_Brewery
5654,80,navigation-brewing-co-lowell,Navigation Brewing Co,micro,122 Western Ave,,,Lowell,Massachusetts,,01851-1433,http://www.navigationbrewing.com,,United States,-71.32464812,42.64034997,,https://untappd.com/brewery/111021,3.832,11568.0,105.0,17399,3111,97,"A Brewer owned & operated taproom brewery in Lowell, MA. For updates check out our social media pages. Cheers! Show Less",Navigation_Brewing_Co
5655,81,new-city-brewery-easthampton,New City Brewery,micro,180 Pleasant St Ste 2,,,Easthampton,Massachusetts,,01027-1297,,4135292000.0,United States,,,,https://untappd.com/brewery/17094,3.4989999999999997,34812.0,146.0,44177,12599,155,Show Less,New_City_Brewery
5656,82,newburyport-brewing-co-newburyport,Newburyport Brewing Co,micro,4 New Pasture Rd,,,Newburyport,Massachusetts,,01950-4040,http://www.nbptbrewing.com,9784638700.0,United States,-70.88715582,42.8019577,,https://untappd.com/brewery/59195,3.6180000000000003,74077.0,16.0,110630,49326,154,"One of the Northeast's premier award-winning regional craft breweries dedicated to brewing the highest quality craft beers. Co-founded in 2012 by two Newburyport entrepreneurs, musicians, and home brewers as Massachusetts' first ""can & keg"" craft brewery. The brewery aims to capture the essence of Newburyport's quaint seaside character across a line of great tasting handcrafted ales. Brick-and-mortar brewery and tap room is located in Newburyport, MA just a few minutes outside of the historic downtown area. Show Less",Newburyport_Brewing_Co
5657,83,night-shift-brewing-boston,Night Shift Brewing,planning,,,,Boston,Massachusetts,,2114,,,United States,,,,https://untappd.com/brewery/20827,3.873,843495.0,647.0,1.16M+,"168,411","4,067","Night Shift Brewing was founded in 2012 by a trio of friends with a shared passion for nocturnal homebrewing. Through culinary inspiration and determined innovation, we aim to create memorable craft beers that offer a wide array of unique, complex flavors. Show Less",Night_Shift_Brewing
5658,84,northampton-brewery-northampton,Northampton Brewery,brewpub,11 Brewster Ct,,,Northampton,Massachusetts,,01060-3801,http://www.northamptonbrewery.com,4135849903.0,United States,-72.6303406,42.317397,,https://untappd.com/brewery/3794,3.6039999999999996,24144.0,192.0,29657,8261,99,Show Less,Northampton_Brewery
5659,85,notch-brewing-salem,Notch Brewing,micro,283R Derby St,,,Salem,Massachusetts,,01970-,http://www.notchbrewing.com,9782389060.0,United States,-70.88989690000001,42.52062541,,https://untappd.com/brewery/79438,3.742,294710.0,805.0,378600,79210,3580,"Originally, the Three Notch’d Road was a colonial-era thoroughfare running east and west through central Virginia. It is believed to have taken its name from a distinctive marking of three notches burnt or axed into trees to blaze the trail. As legend has it, the road was made famous by Jack Jouett’s midnight ride to Charlottesville, VA. in June of 1781. After General Benedict Arnold defected to the British, he sacked Richmond and caused a number of our founding fathers, including then Governor Thomas Jefferson, to seek refuge at Jefferson’s home, Monticello, in Charlottesville, VA. Learning of this, General Cornwallis ordered Banastre Tarleton to ride to Charlottesville and capture the group. Captain Jack Jouett of the Virginia Military heard the sound of Tarleton’s cavalry from his Louisa County home just 40 miles from Charlottesville. Upon witnessing the cavalry pause for an extended rest, he raced the moon-lit Three Notch’d Road to Monticello to warn the Governor and his state legislators to flee Charlottesville. Recognizing their debt to Jouett, the legislature passed a resolution on June 15, 1781 to honor him, and “Jack Jouett’s Ride” became a legendary portion of Virginia’s history. Show Less",Notch_Brewing
5660,86,oak-and-iron-brewing-co-andover,Oak & Iron Brewing Co,brewpub,18 Red Spring Rd,,,Andover,Massachusetts,,01810-3448,http://www.oakandironbrewing.com,9784754077.0,United States,-71.14788579,42.65614908,,https://untappd.com/brewery/15646,4.042,601434.0,654.0,752016,121010,5599,"We built our brewery from the ground up, utilizing sustainable practices with local materials and craftsmen. We love our town of Berlin, Maryland and hope you join us in our taproom for a couple pints and growlers. Our goal is to produce distinctive beers with unsurpassed quality while blending contemporary and traditional brewing methods. Show Less",Oak_Iron_Brewing_Co
5661,87,off-the-cuff-brewing-company-west-brookfield,Off The Cuff Brewing Company,planning,,,,West Brookfield,Massachusetts,,01585-6023,,4132810525.0,United States,,,,https://untappd.com/brewery/403512,3.65,301.0,0.0,359,314,0,a traditionally inspired yet forward thinking approach to craft brewing #EverythingButOrdinary Show Less,Off_The_Cuff_Brewing_Company
5662,88,offshore-ale-co-oak-bluffs,Offshore Ale Co,brewpub,30 Kennebec Ave,,,Oak Bluffs,Massachusetts,,2557,http://www.offshoreale.com,5086932626.0,United States,-70.55790959,41.45488324,,https://untappd.com/brewery/3565,3.571,15811.0,82.0,19933,8112,43,"Martha's Vineyard's own brewery and restaurant, serving the island 7 days a week, year-round since 1997. Located at 30 Kennebec Ave., Oak Bluffs, MA. 508-693-2626 Show Less",Offshore_Ale_Co
5663,89,old-colony-brewing-whitman,Old Colony Brewing,micro,605 Bedford St Unit 1,,,Whitman,Massachusetts,,02382-2088,http://www.oldcolonybrew.com,7815237105.0,United States,,,,https://untappd.com/brewery/62892,3.679,3639.0,61.0,4835,1244,45,Show Less,Old_Colony_Brewing
5664,90,old-planters-brewing-co-beverly,Old Planters Brewing Co.,micro,100 Corning St,,,Beverly,Massachusetts,,01915-3837,http://www.oldplanters.com,9785226446.0,United States,-70.86287139,42.55499645,,https://untappd.com/brewery/217516,3.787,10332.0,62.0,13002,5161,229,"Old Planters brewing is located at 232 Rantoul Street in Beverly, MA. Our taproom features 12 draft lines which include our distributed beers as well as taproom exclusives. We also have canned beer and growlers to-go
Our brewery is a tribute to the Old Planters, the founding fathers of Beverly, MA. Located just north of Boston, these men settled our favorite suburban oasis, the place we call home.
We hope that you enjoy our beer as much as we do. Cheers! Show Less",Old_Planters_Brewing_Co_
